CMDLINE /usr/bin/python3 main.py
MEM 74.480469 1606092029.8983
MEM 74.480469 1606092029.9987
MEM 74.480469 1606092030.0990
MEM 74.480469 1606092030.1993
MEM 74.480469 1606092030.2996
MEM 74.480469 1606092030.3999
MEM 74.480469 1606092030.5002
MEM 74.480469 1606092030.6006
MEM 74.480469 1606092030.7009
MEM 74.480469 1606092030.8013
MEM 74.480469 1606092030.9016
MEM 74.480469 1606092031.0019
MEM 74.480469 1606092031.1023
MEM 74.480469 1606092031.2026
MEM 74.480469 1606092031.3028
MEM 74.480469 1606092031.4032
MEM 74.480469 1606092031.5035
MEM 74.480469 1606092031.6038
MEM 74.480469 1606092031.7042
MEM 74.480469 1606092031.8045
MEM 74.480469 1606092031.9048
MEM 74.480469 1606092032.0051
MEM 74.480469 1606092032.1055
MEM 74.730469 1606092032.2058
MEM 74.730469 1606092032.3061
MEM 74.730469 1606092032.4065
MEM 74.730469 1606092032.5069
MEM 74.730469 1606092032.6072
MEM 74.730469 1606092032.7075
MEM 74.730469 1606092032.8079
MEM 74.730469 1606092032.9082
MEM 74.730469 1606092033.0086
MEM 74.730469 1606092033.1089
MEM 74.730469 1606092033.2092
MEM 74.730469 1606092033.3096
MEM 74.730469 1606092033.4099
MEM 74.730469 1606092033.5102
MEM 74.730469 1606092033.6106
MEM 74.730469 1606092033.7109
MEM 74.730469 1606092033.8112
MEM 74.730469 1606092033.9115
MEM 74.730469 1606092034.0119
MEM 74.730469 1606092034.1122
MEM 74.730469 1606092034.2125
MEM 74.730469 1606092034.3129
MEM 74.730469 1606092034.4133
MEM 74.730469 1606092034.5136
MEM 74.730469 1606092034.6140
MEM 74.730469 1606092034.7143
MEM 74.730469 1606092034.8147
MEM 74.980469 1606092034.9150
MEM 74.980469 1606092035.0153
MEM 74.980469 1606092035.1156
MEM 74.980469 1606092035.2160
MEM 74.980469 1606092035.3163
MEM 74.980469 1606092035.4166
MEM 74.980469 1606092035.5169
MEM 74.980469 1606092035.6173
MEM 74.980469 1606092035.7176
MEM 74.980469 1606092035.8179
MEM 74.980469 1606092035.9183
MEM 74.980469 1606092036.0186
MEM 74.980469 1606092036.1189
MEM 74.980469 1606092036.2192
MEM 74.980469 1606092036.3196
MEM 74.980469 1606092036.4199
MEM 74.980469 1606092036.5202
MEM 74.980469 1606092036.6206
MEM 74.980469 1606092036.7209
MEM 74.980469 1606092036.8212
MEM 74.980469 1606092036.9215
MEM 74.980469 1606092037.0219
MEM 74.980469 1606092037.1222
MEM 74.980469 1606092037.2225
MEM 74.980469 1606092037.3228
MEM 74.980469 1606092037.4232
MEM 75.230469 1606092037.5235
MEM 75.230469 1606092037.6238
MEM 75.230469 1606092037.7242
MEM 75.230469 1606092037.8245
MEM 75.230469 1606092037.9249
MEM 75.230469 1606092038.0253
MEM 75.230469 1606092038.1256
MEM 75.230469 1606092038.2260
MEM 75.230469 1606092038.3263
MEM 75.230469 1606092038.4267
MEM 75.230469 1606092038.5270
MEM 75.230469 1606092038.6274
MEM 75.230469 1606092038.7277
MEM 75.230469 1606092038.8280
MEM 75.230469 1606092038.9284
MEM 75.230469 1606092039.0287
MEM 75.230469 1606092039.1290
MEM 75.230469 1606092039.2293
MEM 75.230469 1606092039.3297
MEM 75.230469 1606092039.4300
MEM 75.230469 1606092039.5304
MEM 75.230469 1606092039.6308
MEM 75.230469 1606092039.7311
MEM 75.230469 1606092039.8314
MEM 75.230469 1606092039.9318
MEM 75.230469 1606092040.0321
MEM 75.230469 1606092040.1324
MEM 75.480469 1606092040.2328
MEM 75.480469 1606092040.3331
MEM 75.480469 1606092040.4334
MEM 75.480469 1606092040.5337
MEM 75.480469 1606092040.6341
MEM 75.480469 1606092040.7344
MEM 75.480469 1606092040.8347
MEM 75.480469 1606092040.9351
MEM 75.480469 1606092041.0354
MEM 75.480469 1606092041.1357
MEM 75.480469 1606092041.2361
MEM 75.480469 1606092041.3364
MEM 75.480469 1606092041.4367
MEM 75.480469 1606092041.5370
MEM 75.480469 1606092041.6374
MEM 75.480469 1606092041.7377
MEM 75.480469 1606092041.8380
MEM 75.480469 1606092041.9384
MEM 75.480469 1606092042.0387
MEM 75.480469 1606092042.1390
MEM 75.480469 1606092042.2393
MEM 75.480469 1606092042.3397
MEM 75.480469 1606092042.4400
MEM 75.480469 1606092042.5403
MEM 75.480469 1606092042.6407
MEM 75.480469 1606092042.7410
MEM 75.480469 1606092042.8414
MEM 75.730469 1606092042.9417
MEM 75.730469 1606092043.0421
MEM 75.730469 1606092043.1424
MEM 75.730469 1606092043.2428
MEM 75.730469 1606092043.3431
MEM 75.730469 1606092043.4434
MEM 75.730469 1606092043.5438
MEM 75.730469 1606092043.6441
MEM 75.730469 1606092043.7444
MEM 75.730469 1606092043.8448
MEM 75.730469 1606092043.9451
MEM 75.730469 1606092044.0454
MEM 75.730469 1606092044.1457
MEM 75.730469 1606092044.2461
MEM 75.730469 1606092044.3464
MEM 75.730469 1606092044.4468
MEM 75.730469 1606092044.5471
MEM 75.730469 1606092044.6476
MEM 75.730469 1606092044.7480
MEM 75.730469 1606092044.8483
MEM 75.730469 1606092044.9486
MEM 75.730469 1606092045.0489
MEM 75.730469 1606092045.1493
MEM 75.730469 1606092045.2496
MEM 75.730469 1606092045.3499
MEM 75.730469 1606092045.4503
MEM 75.730469 1606092045.5506
MEM 75.730469 1606092045.6509
MEM 75.984375 1606092045.7512
MEM 75.984375 1606092045.8516
MEM 75.984375 1606092045.9519
MEM 75.984375 1606092046.0522
MEM 75.984375 1606092046.1526
MEM 75.984375 1606092046.2529
MEM 75.984375 1606092046.3533
MEM 75.984375 1606092046.4536
MEM 75.984375 1606092046.5539
MEM 75.984375 1606092046.6543
MEM 75.984375 1606092046.7546
MEM 75.984375 1606092046.8548
MEM 75.984375 1606092046.9552
MEM 75.984375 1606092047.0555
MEM 75.984375 1606092047.1558
MEM 75.984375 1606092047.2561
MEM 75.984375 1606092047.3565
MEM 75.984375 1606092047.4568
MEM 75.984375 1606092047.5572
MEM 75.984375 1606092047.6575
MEM 75.984375 1606092047.7578
MEM 75.984375 1606092047.8582
MEM 75.984375 1606092047.9585
MEM 75.984375 1606092048.0588
MEM 75.984375 1606092048.1592
MEM 75.984375 1606092048.2595
MEM 75.984375 1606092048.3598
MEM 75.984375 1606092048.4602
MEM 76.234375 1606092048.5624
MEM 76.234375 1606092048.6628
MEM 76.234375 1606092048.7631
MEM 76.234375 1606092048.8634
MEM 76.234375 1606092048.9638
MEM 76.234375 1606092049.0641
MEM 76.234375 1606092049.1644
MEM 76.234375 1606092049.2648
MEM 76.234375 1606092049.3651
MEM 76.234375 1606092049.4654
MEM 76.234375 1606092049.5658
MEM 76.234375 1606092049.6661
MEM 76.234375 1606092049.7665
MEM 76.234375 1606092049.8668
MEM 76.234375 1606092049.9672
MEM 76.234375 1606092050.0675
MEM 76.234375 1606092050.1678
MEM 76.234375 1606092050.2682
MEM 76.234375 1606092050.3685
MEM 76.234375 1606092050.4688
MEM 76.234375 1606092050.5691
MEM 76.234375 1606092050.6695
MEM 76.234375 1606092050.7698
MEM 76.234375 1606092050.8701
MEM 76.234375 1606092050.9704
MEM 76.234375 1606092051.0708
MEM 76.484375 1606092051.1711
MEM 76.484375 1606092051.2715
MEM 76.484375 1606092051.3718
MEM 76.484375 1606092051.4721
MEM 76.484375 1606092051.5724
MEM 76.484375 1606092051.6728
MEM 76.484375 1606092051.7731
MEM 76.484375 1606092051.8734
MEM 76.484375 1606092051.9737
MEM 76.484375 1606092052.0741
MEM 76.484375 1606092052.1744
MEM 76.484375 1606092052.2747
MEM 76.484375 1606092052.3751
MEM 76.484375 1606092052.4754
MEM 76.484375 1606092052.5758
MEM 76.484375 1606092052.6761
MEM 76.484375 1606092052.7764
MEM 76.484375 1606092052.8768
MEM 76.484375 1606092052.9771
MEM 76.484375 1606092053.0774
MEM 76.484375 1606092053.1777
MEM 76.484375 1606092053.2781
MEM 76.484375 1606092053.3784
MEM 76.484375 1606092053.4787
MEM 76.484375 1606092053.5791
MEM 76.484375 1606092053.6795
MEM 76.484375 1606092053.7798
MEM 76.484375 1606092053.8802
MEM 76.734375 1606092053.9805
MEM 76.734375 1606092054.0808
MEM 76.734375 1606092054.1812
MEM 76.734375 1606092054.2815
MEM 76.734375 1606092054.3819
MEM 76.734375 1606092054.4822
MEM 76.734375 1606092054.5825
MEM 76.734375 1606092054.6828
MEM 76.734375 1606092054.7832
MEM 76.734375 1606092054.8836
MEM 76.734375 1606092054.9840
MEM 76.734375 1606092055.0843
MEM 76.734375 1606092055.1847
MEM 76.734375 1606092055.2850
MEM 76.734375 1606092055.3853
MEM 76.734375 1606092055.4856
MEM 76.734375 1606092055.5860
MEM 76.734375 1606092055.6863
MEM 76.734375 1606092055.7867
MEM 76.734375 1606092055.8870
MEM 76.734375 1606092055.9873
MEM 76.734375 1606092056.0876
MEM 76.734375 1606092056.1880
MEM 76.734375 1606092056.2883
MEM 76.734375 1606092056.3886
MEM 76.734375 1606092056.4889
MEM 76.734375 1606092056.5893
MEM 76.984375 1606092056.6896
MEM 76.984375 1606092056.7899
MEM 76.984375 1606092056.8903
MEM 76.984375 1606092056.9906
MEM 76.984375 1606092057.0909
MEM 76.984375 1606092057.1913
MEM 76.984375 1606092057.2917
MEM 76.984375 1606092057.3920
MEM 76.984375 1606092057.4924
MEM 76.984375 1606092057.5927
MEM 76.984375 1606092057.6931
MEM 76.984375 1606092057.7934
MEM 76.984375 1606092057.8938
MEM 76.984375 1606092057.9941
MEM 76.984375 1606092058.0944
MEM 76.984375 1606092058.1948
MEM 76.984375 1606092058.2951
MEM 76.984375 1606092058.3954
MEM 76.984375 1606092058.4957
MEM 76.984375 1606092058.5961
MEM 76.984375 1606092058.6964
MEM 76.984375 1606092058.7967
MEM 76.984375 1606092058.8971
MEM 76.984375 1606092058.9974
MEM 76.984375 1606092059.0977
MEM 76.984375 1606092059.1980
MEM 76.984375 1606092059.2984
MEM 77.234375 1606092059.3987
MEM 77.234375 1606092059.4991
MEM 77.234375 1606092059.5994
MEM 77.234375 1606092059.6997
MEM 77.234375 1606092059.8001
MEM 77.234375 1606092059.9004
MEM 77.234375 1606092060.0011
MEM 77.234375 1606092060.1014
MEM 77.234375 1606092060.2018
MEM 77.234375 1606092060.3021
MEM 77.234375 1606092060.4025
MEM 77.234375 1606092060.5028
MEM 77.234375 1606092060.6031
MEM 77.234375 1606092060.7035
MEM 77.234375 1606092060.8038
MEM 77.234375 1606092060.9040
MEM 77.234375 1606092061.0044
MEM 77.234375 1606092061.1047
MEM 77.234375 1606092061.2051
MEM 77.234375 1606092061.3054
MEM 77.234375 1606092061.4057
MEM 77.234375 1606092061.5061
MEM 77.234375 1606092061.6064
MEM 77.234375 1606092061.7068
MEM 77.234375 1606092061.8072
MEM 77.234375 1606092061.9075
MEM 77.234375 1606092062.0078
MEM 77.484375 1606092062.1082
MEM 77.484375 1606092062.2085
MEM 77.484375 1606092062.3088
MEM 77.484375 1606092062.4092
MEM 77.484375 1606092062.5096
MEM 77.484375 1606092062.6099
MEM 77.484375 1606092062.7103
MEM 77.484375 1606092062.8106
MEM 77.484375 1606092062.9110
MEM 77.484375 1606092063.0113
MEM 77.484375 1606092063.1116
MEM 77.484375 1606092063.2119
MEM 77.484375 1606092063.3123
MEM 77.484375 1606092063.4126
MEM 77.484375 1606092063.5129
MEM 77.484375 1606092063.6133
MEM 77.484375 1606092063.7136
MEM 77.484375 1606092063.8139
MEM 77.484375 1606092063.9143
MEM 77.484375 1606092064.0146
MEM 77.484375 1606092064.1150
MEM 77.484375 1606092064.2153
MEM 77.484375 1606092064.3156
MEM 77.484375 1606092064.4159
MEM 77.484375 1606092064.5163
MEM 77.484375 1606092064.6166
MEM 77.484375 1606092064.7169
MEM 77.484375 1606092064.8173
MEM 77.734375 1606092064.9176
MEM 77.734375 1606092065.0179
MEM 77.734375 1606092065.1184
MEM 77.734375 1606092065.2187
MEM 77.734375 1606092065.3190
MEM 77.734375 1606092065.4194
MEM 77.734375 1606092065.5197
MEM 77.734375 1606092065.6200
MEM 77.734375 1606092065.7203
MEM 77.734375 1606092065.8207
MEM 77.734375 1606092065.9210
MEM 77.734375 1606092066.0214
MEM 77.734375 1606092066.1217
MEM 77.734375 1606092066.2220
MEM 77.734375 1606092066.3224
MEM 77.734375 1606092066.4227
MEM 77.734375 1606092066.5230
MEM 77.734375 1606092066.6234
MEM 77.734375 1606092066.7237
MEM 77.734375 1606092066.8241
MEM 77.734375 1606092066.9244
MEM 77.734375 1606092067.0248
MEM 77.734375 1606092067.1251
MEM 77.734375 1606092067.2254
MEM 77.734375 1606092067.3258
MEM 77.734375 1606092067.4261
MEM 77.734375 1606092067.5264
MEM 77.984375 1606092067.6268
MEM 77.984375 1606092067.7271
MEM 77.984375 1606092067.8275
MEM 77.984375 1606092067.9278
MEM 77.984375 1606092068.0281
MEM 77.984375 1606092068.1284
MEM 77.984375 1606092068.2288
MEM 77.984375 1606092068.3291
MEM 77.984375 1606092068.4294
MEM 77.984375 1606092068.5297
MEM 77.984375 1606092068.6301
MEM 77.984375 1606092068.7304
MEM 77.984375 1606092068.8308
MEM 77.984375 1606092068.9311
MEM 82.878906 1606092069.0314
MEM 82.878906 1606092069.1317
MEM 83.136719 1606092069.2321
MEM 83.136719 1606092069.3324
MEM 83.136719 1606092069.4327
MEM 83.136719 1606092069.5331
MEM 83.136719 1606092069.6334
MEM 83.136719 1606092069.7337
MEM 83.136719 1606092069.8341
MEM 83.136719 1606092069.9345
MEM 83.136719 1606092070.0348
MEM 83.136719 1606092070.1351
MEM 83.136719 1606092070.2356
MEM 83.238281 1606092070.3359
MEM 83.238281 1606092070.4362
MEM 83.238281 1606092070.5366
MEM 83.238281 1606092070.6369
MEM 83.238281 1606092070.7372
MEM 83.238281 1606092070.8376
MEM 83.238281 1606092070.9379
MEM 83.238281 1606092071.0382
MEM 83.238281 1606092071.1385
MEM 83.238281 1606092071.2389
MEM 83.238281 1606092071.3393
MEM 83.238281 1606092071.4396
MEM 83.238281 1606092071.5400
MEM 83.238281 1606092071.6403
MEM 83.238281 1606092071.7406
MEM 83.238281 1606092071.8410
MEM 83.238281 1606092071.9413
MEM 83.238281 1606092072.0416
MEM 83.238281 1606092072.1420
MEM 83.238281 1606092072.2423
MEM 83.238281 1606092072.3426
MEM 83.238281 1606092072.4430
MEM 83.238281 1606092072.5433
MEM 83.238281 1606092072.6436
MEM 83.238281 1606092072.7440
MEM 83.238281 1606092072.8443
MEM 83.238281 1606092072.9446
MEM 83.238281 1606092073.0449
MEM 83.488281 1606092073.1453
MEM 83.488281 1606092073.2456
MEM 83.488281 1606092073.3459
MEM 83.488281 1606092073.4463
MEM 83.488281 1606092073.5466
MEM 83.488281 1606092073.6469
MEM 83.488281 1606092073.7473
MEM 83.488281 1606092073.8476
MEM 83.488281 1606092073.9480
MEM 83.488281 1606092074.0483
MEM 83.488281 1606092074.1487
MEM 83.488281 1606092074.2490
MEM 83.488281 1606092074.3494
MEM 83.488281 1606092074.4497
MEM 83.488281 1606092074.5500
MEM 83.488281 1606092074.6504
MEM 83.488281 1606092074.7507
MEM 83.488281 1606092074.8511
MEM 83.488281 1606092074.9514
MEM 83.488281 1606092075.0518
MEM 83.488281 1606092075.1521
MEM 83.488281 1606092075.2525
MEM 83.488281 1606092075.3529
MEM 83.488281 1606092075.4532
MEM 83.488281 1606092075.5536
MEM 83.488281 1606092075.6539
MEM 83.488281 1606092075.7542
MEM 83.738281 1606092075.8546
MEM 83.738281 1606092075.9549
MEM 83.738281 1606092076.0552
MEM 83.738281 1606092076.1555
MEM 83.738281 1606092076.2559
MEM 83.738281 1606092076.3562
MEM 83.738281 1606092076.4566
MEM 83.738281 1606092076.5569
MEM 83.738281 1606092076.6573
MEM 83.738281 1606092076.7576
MEM 83.738281 1606092076.8579
MEM 83.738281 1606092076.9582
MEM 83.738281 1606092077.0586
MEM 83.738281 1606092077.1588
MEM 83.738281 1606092077.2592
MEM 83.738281 1606092077.3595
MEM 83.738281 1606092077.4598
MEM 83.738281 1606092077.5601
MEM 89.921875 1606092077.6605
MEM 89.921875 1606092077.7609
MEM 89.921875 1606092077.8612
MEM 89.921875 1606092077.9616
MEM 89.921875 1606092078.0619
MEM 89.921875 1606092078.1622
MEM 89.921875 1606092078.2626
MEM 89.921875 1606092078.3628
MEM 89.921875 1606092078.4632
MEM 89.921875 1606092078.5636
MEM 89.921875 1606092078.6639
MEM 89.921875 1606092078.7642
MEM 89.921875 1606092078.8646
MEM 89.921875 1606092078.9649
MEM 89.921875 1606092079.0652
MEM 89.921875 1606092079.1656
MEM 89.921875 1606092079.2659
MEM 89.921875 1606092079.3662
MEM 89.921875 1606092079.4665
MEM 89.921875 1606092079.5669
MEM 89.921875 1606092079.6672
MEM 89.921875 1606092079.7675
MEM 89.921875 1606092079.8678
MEM 89.921875 1606092079.9682
MEM 89.921875 1606092080.0685
MEM 89.921875 1606092080.1688
MEM 89.921875 1606092080.2691
MEM 89.921875 1606092080.3695
MEM 89.921875 1606092080.4699
MEM 89.921875 1606092080.5702
MEM 89.921875 1606092080.6705
MEM 89.921875 1606092080.7708
MEM 89.921875 1606092080.8712
MEM 89.921875 1606092080.9715
MEM 89.921875 1606092081.0718
MEM 89.921875 1606092081.1722
MEM 89.921875 1606092081.2725
MEM 89.921875 1606092081.3728
MEM 89.921875 1606092081.4732
MEM 89.921875 1606092081.5735
MEM 89.921875 1606092081.6738
MEM 89.921875 1606092081.7743
MEM 89.921875 1606092081.8746
MEM 89.921875 1606092081.9749
MEM 89.921875 1606092082.0752
MEM 89.921875 1606092082.1755
MEM 89.921875 1606092082.2758
MEM 89.921875 1606092082.3762
MEM 89.921875 1606092082.4765
MEM 89.921875 1606092082.5768
MEM 89.921875 1606092082.6771
MEM 89.921875 1606092082.7775
MEM 89.921875 1606092082.8778
MEM 89.921875 1606092082.9781
MEM 89.921875 1606092083.0784
MEM 89.921875 1606092083.1788
MEM 89.921875 1606092083.2791
MEM 89.921875 1606092083.3794
MEM 89.921875 1606092083.4798
MEM 89.921875 1606092083.5801
MEM 89.921875 1606092083.6804
MEM 89.921875 1606092083.7808
MEM 89.921875 1606092083.8811
MEM 89.921875 1606092083.9814
MEM 89.921875 1606092084.0818
MEM 89.921875 1606092084.1821
MEM 89.921875 1606092084.2824
MEM 89.921875 1606092084.3828
MEM 89.921875 1606092084.4831
MEM 89.921875 1606092084.5834
MEM 89.921875 1606092084.6838
MEM 89.921875 1606092084.7841
MEM 89.921875 1606092084.8844
MEM 89.921875 1606092084.9848
MEM 89.921875 1606092085.0851
MEM 89.921875 1606092085.1854
MEM 89.921875 1606092085.2857
MEM 89.921875 1606092085.3861
MEM 89.921875 1606092085.4864
MEM 89.921875 1606092085.5869
MEM 89.921875 1606092085.6872
MEM 89.921875 1606092085.7875
MEM 89.921875 1606092085.8879
MEM 89.921875 1606092085.9882
MEM 89.921875 1606092086.0886
MEM 89.921875 1606092086.1889
MEM 89.921875 1606092086.2892
MEM 89.921875 1606092086.3895
MEM 89.921875 1606092086.4899
MEM 89.921875 1606092086.5902
MEM 89.921875 1606092086.6906
MEM 89.921875 1606092086.7909
MEM 89.921875 1606092086.8912
MEM 89.921875 1606092086.9915
MEM 89.921875 1606092087.0919
MEM 89.921875 1606092087.1922
MEM 89.921875 1606092087.2925
MEM 89.921875 1606092087.3929
MEM 89.921875 1606092087.4932
MEM 89.921875 1606092087.5935
MEM 89.921875 1606092087.6938
MEM 89.921875 1606092087.7942
MEM 89.921875 1606092087.8945
MEM 89.921875 1606092087.9948
MEM 89.921875 1606092088.0952
MEM 89.921875 1606092088.1955
MEM 89.921875 1606092088.2958
MEM 89.921875 1606092088.3961
MEM 89.921875 1606092088.4965
MEM 89.921875 1606092088.5968
MEM 89.921875 1606092088.6971
MEM 89.921875 1606092088.7975
MEM 89.921875 1606092088.8978
MEM 89.921875 1606092088.9981
MEM 89.921875 1606092089.0984
MEM 89.921875 1606092089.1988
MEM 89.921875 1606092089.2991
MEM 89.921875 1606092089.3994
MEM 89.921875 1606092089.4998
MEM 89.921875 1606092089.6001
MEM 89.921875 1606092089.7004
MEM 89.921875 1606092089.8008
MEM 89.921875 1606092089.9011
MEM 89.921875 1606092090.0015
MEM 89.921875 1606092090.1018
MEM 89.921875 1606092090.2022
MEM 89.921875 1606092090.3025
MEM 89.921875 1606092090.4028
MEM 89.921875 1606092090.5032
MEM 89.921875 1606092090.6035
MEM 89.921875 1606092090.7039
MEM 89.921875 1606092090.8042
MEM 89.921875 1606092090.9045
