CMDLINE /usr/bin/python3 main.py
MEM 143.632812 1606092280.7943
MEM 143.632812 1606092280.8946
MEM 143.632812 1606092280.9950
MEM 143.632812 1606092281.0953
MEM 143.632812 1606092281.1956
MEM 143.632812 1606092281.2960
MEM 143.632812 1606092281.3964
MEM 143.632812 1606092281.4967
MEM 143.632812 1606092281.5971
MEM 143.632812 1606092281.6974
MEM 143.632812 1606092281.7977
MEM 143.632812 1606092281.8980
MEM 143.632812 1606092281.9984
MEM 143.632812 1606092282.0988
MEM 143.632812 1606092282.1991
MEM 143.632812 1606092282.2995
MEM 143.632812 1606092282.3998
MEM 143.632812 1606092282.5001
MEM 143.632812 1606092282.6005
MEM 143.632812 1606092282.7008
MEM 143.882812 1606092282.8012
MEM 143.882812 1606092282.9015
MEM 143.882812 1606092283.0018
MEM 143.882812 1606092283.1022
MEM 143.882812 1606092283.2025
MEM 143.882812 1606092283.3028
MEM 143.882812 1606092283.4032
MEM 143.882812 1606092283.5035
MEM 143.882812 1606092283.6039
MEM 143.882812 1606092283.7041
MEM 143.882812 1606092283.8045
MEM 143.882812 1606092283.9049
MEM 143.882812 1606092284.0052
MEM 143.882812 1606092284.1056
MEM 143.882812 1606092284.2059
MEM 143.882812 1606092284.3062
MEM 143.882812 1606092284.4066
MEM 143.882812 1606092284.5068
MEM 143.882812 1606092284.6072
MEM 143.882812 1606092284.7075
MEM 143.882812 1606092284.8079
MEM 143.882812 1606092284.9082
MEM 143.882812 1606092285.0085
MEM 143.882812 1606092285.1089
MEM 143.882812 1606092285.2092
MEM 143.882812 1606092285.3095
MEM 144.132812 1606092285.4099
MEM 144.132812 1606092285.5102
MEM 144.132812 1606092285.6106
MEM 144.132812 1606092285.7108
MEM 144.132812 1606092285.8112
MEM 144.132812 1606092285.9115
MEM 144.132812 1606092286.0118
MEM 144.132812 1606092286.1122
MEM 144.132812 1606092286.2125
MEM 144.132812 1606092286.3129
MEM 144.132812 1606092286.4134
MEM 144.132812 1606092286.5137
MEM 144.132812 1606092286.6141
MEM 144.132812 1606092286.7144
MEM 144.132812 1606092286.8147
MEM 144.132812 1606092286.9150
MEM 144.132812 1606092287.0154
MEM 144.132812 1606092287.1158
MEM 144.132812 1606092287.2161
MEM 144.132812 1606092287.3165
MEM 144.132812 1606092287.4168
MEM 144.132812 1606092287.5172
MEM 144.132812 1606092287.6175
MEM 144.132812 1606092287.7178
MEM 144.132812 1606092287.8182
MEM 144.132812 1606092287.9186
MEM 144.132812 1606092288.0189
MEM 144.382812 1606092288.1192
MEM 144.382812 1606092288.2196
MEM 144.382812 1606092288.3199
MEM 144.382812 1606092288.4203
MEM 144.382812 1606092288.5206
MEM 144.382812 1606092288.6209
MEM 144.382812 1606092288.7213
MEM 144.382812 1606092288.8216
MEM 144.382812 1606092288.9220
MEM 144.382812 1606092289.0223
MEM 144.382812 1606092289.1227
MEM 144.382812 1606092289.2230
MEM 144.382812 1606092289.3233
MEM 144.382812 1606092289.4237
MEM 144.382812 1606092289.5240
MEM 144.382812 1606092289.6243
MEM 144.382812 1606092289.7247
MEM 144.382812 1606092289.8250
MEM 144.382812 1606092289.9254
MEM 144.382812 1606092290.0257
MEM 144.382812 1606092290.1260
MEM 144.382812 1606092290.2264
MEM 144.382812 1606092290.3267
MEM 144.382812 1606092290.4270
MEM 144.382812 1606092290.5274
MEM 144.382812 1606092290.6277
MEM 144.382812 1606092290.7281
MEM 144.632812 1606092290.8284
MEM 144.632812 1606092290.9287
MEM 144.632812 1606092291.0291
MEM 144.632812 1606092291.1294
MEM 144.632812 1606092291.2297
MEM 144.632812 1606092291.3301
MEM 144.632812 1606092291.4304
MEM 144.632812 1606092291.5309
MEM 144.632812 1606092291.6312
MEM 144.632812 1606092291.7316
MEM 144.632812 1606092291.8319
MEM 144.632812 1606092291.9323
MEM 144.632812 1606092292.0326
MEM 144.632812 1606092292.1330
MEM 144.632812 1606092292.2333
MEM 144.632812 1606092292.3336
MEM 144.632812 1606092292.4340
MEM 144.632812 1606092292.5343
MEM 144.632812 1606092292.6346
MEM 144.632812 1606092292.7350
MEM 144.632812 1606092292.8353
MEM 144.632812 1606092292.9357
MEM 144.632812 1606092293.0360
MEM 144.632812 1606092293.1363
MEM 144.632812 1606092293.2367
MEM 144.632812 1606092293.3370
MEM 144.632812 1606092293.4373
MEM 144.882812 1606092293.5377
MEM 144.882812 1606092293.6380
MEM 144.882812 1606092293.7383
MEM 144.882812 1606092293.8387
MEM 144.882812 1606092293.9390
MEM 144.882812 1606092294.0394
MEM 144.882812 1606092294.1397
MEM 144.882812 1606092294.2400
MEM 144.882812 1606092294.3404
MEM 144.882812 1606092294.4407
MEM 144.882812 1606092294.5411
MEM 144.882812 1606092294.6414
MEM 144.882812 1606092294.7417
MEM 144.882812 1606092294.8421
MEM 144.882812 1606092294.9424
MEM 144.882812 1606092295.0428
MEM 144.882812 1606092295.1431
MEM 144.882812 1606092295.2434
MEM 144.882812 1606092295.3438
MEM 144.882812 1606092295.4441
MEM 144.882812 1606092295.5444
MEM 144.882812 1606092295.6448
MEM 144.882812 1606092295.7451
MEM 144.882812 1606092295.8455
MEM 144.882812 1606092295.9459
MEM 144.882812 1606092296.0462
MEM 144.882812 1606092296.1466
MEM 145.136719 1606092296.2468
MEM 145.136719 1606092296.3472
MEM 145.136719 1606092296.4475
MEM 145.136719 1606092296.5478
MEM 145.136719 1606092296.6483
MEM 145.136719 1606092296.7486
MEM 145.136719 1606092296.8490
MEM 145.136719 1606092296.9493
MEM 145.136719 1606092297.0496
MEM 145.136719 1606092297.1500
MEM 145.136719 1606092297.2503
MEM 145.136719 1606092297.3507
MEM 145.136719 1606092297.4510
MEM 145.136719 1606092297.5515
MEM 145.136719 1606092297.6518
MEM 145.136719 1606092297.7522
MEM 145.136719 1606092297.8525
MEM 145.136719 1606092297.9528
MEM 145.136719 1606092298.0532
MEM 145.136719 1606092298.1535
MEM 145.136719 1606092298.2538
MEM 145.136719 1606092298.3542
MEM 145.136719 1606092298.4545
MEM 145.136719 1606092298.5548
MEM 145.136719 1606092298.6552
MEM 145.136719 1606092298.7555
MEM 145.136719 1606092298.8559
MEM 145.386719 1606092298.9562
MEM 145.386719 1606092299.0565
MEM 145.386719 1606092299.1569
MEM 145.386719 1606092299.2572
MEM 145.386719 1606092299.3575
MEM 145.386719 1606092299.4579
MEM 145.386719 1606092299.5582
MEM 145.386719 1606092299.6586
MEM 145.386719 1606092299.7588
MEM 145.386719 1606092299.8592
MEM 145.386719 1606092299.9596
MEM 145.386719 1606092300.0599
MEM 145.386719 1606092300.1602
MEM 145.386719 1606092300.2606
MEM 145.386719 1606092300.3609
MEM 145.386719 1606092300.4613
MEM 145.386719 1606092300.5617
MEM 145.386719 1606092300.6620
MEM 145.386719 1606092300.7624
MEM 145.386719 1606092300.8627
MEM 145.386719 1606092300.9630
MEM 145.386719 1606092301.0634
MEM 145.386719 1606092301.1637
MEM 145.386719 1606092301.2640
MEM 145.386719 1606092301.3644
MEM 145.386719 1606092301.4647
MEM 145.386719 1606092301.5652
MEM 145.636719 1606092301.6656
MEM 145.636719 1606092301.7660
MEM 145.636719 1606092301.8664
MEM 145.636719 1606092301.9667
MEM 145.636719 1606092302.0670
MEM 145.636719 1606092302.1674
MEM 145.636719 1606092302.2677
MEM 145.636719 1606092302.3680
MEM 145.636719 1606092302.4684
MEM 145.636719 1606092302.5688
MEM 145.636719 1606092302.6691
MEM 145.636719 1606092302.7695
MEM 145.636719 1606092302.8698
MEM 145.636719 1606092302.9701
MEM 145.636719 1606092303.0705
MEM 145.636719 1606092303.1708
MEM 145.636719 1606092303.2712
MEM 145.636719 1606092303.3715
MEM 145.636719 1606092303.4718
MEM 145.636719 1606092303.5722
MEM 145.636719 1606092303.6725
MEM 145.636719 1606092303.7729
MEM 145.636719 1606092303.8732
MEM 145.636719 1606092303.9735
MEM 145.636719 1606092304.0739
MEM 145.636719 1606092304.1742
MEM 145.636719 1606092304.2745
MEM 145.636719 1606092304.3749
MEM 145.886719 1606092304.4752
MEM 145.886719 1606092304.5755
MEM 145.886719 1606092304.6759
MEM 145.886719 1606092304.7762
MEM 145.886719 1606092304.8765
MEM 145.886719 1606092304.9769
MEM 145.886719 1606092305.0772
MEM 145.886719 1606092305.1776
MEM 145.886719 1606092305.2779
MEM 145.886719 1606092305.3782
MEM 145.886719 1606092305.4786
MEM 145.886719 1606092305.5789
MEM 145.886719 1606092305.6792
MEM 145.886719 1606092305.7796
MEM 145.886719 1606092305.8799
MEM 145.886719 1606092305.9803
MEM 145.886719 1606092306.0806
MEM 145.886719 1606092306.1809
MEM 145.886719 1606092306.2813
MEM 145.886719 1606092306.3816
MEM 145.886719 1606092306.4820
MEM 145.886719 1606092306.5823
MEM 145.886719 1606092306.6827
MEM 145.886719 1606092306.7831
MEM 145.886719 1606092306.8835
MEM 145.886719 1606092306.9838
MEM 145.886719 1606092307.0841
MEM 146.136719 1606092307.1845
MEM 146.136719 1606092307.2849
MEM 146.136719 1606092307.3852
MEM 146.136719 1606092307.4855
MEM 146.136719 1606092307.5859
MEM 146.136719 1606092307.6863
MEM 146.136719 1606092307.7866
MEM 146.136719 1606092307.8870
MEM 146.136719 1606092307.9873
MEM 146.136719 1606092308.0877
MEM 146.136719 1606092308.1880
MEM 146.136719 1606092308.2883
MEM 146.136719 1606092308.3887
MEM 146.136719 1606092308.4890
MEM 146.136719 1606092308.5894
MEM 146.136719 1606092308.6897
MEM 146.136719 1606092308.7901
MEM 146.136719 1606092308.8904
MEM 146.136719 1606092308.9908
MEM 146.136719 1606092309.0911
MEM 146.136719 1606092309.1915
MEM 146.136719 1606092309.2918
MEM 146.136719 1606092309.3921
MEM 146.136719 1606092309.4925
MEM 146.136719 1606092309.5928
MEM 146.136719 1606092309.6932
MEM 146.136719 1606092309.7935
MEM 146.386719 1606092309.8939
MEM 146.386719 1606092309.9942
MEM 146.386719 1606092310.0945
MEM 146.386719 1606092310.1948
MEM 146.386719 1606092310.2952
MEM 146.386719 1606092310.3955
MEM 146.386719 1606092310.4958
MEM 146.386719 1606092310.5962
MEM 146.386719 1606092310.6965
MEM 146.386719 1606092310.7969
MEM 146.386719 1606092310.8972
MEM 146.386719 1606092310.9975
MEM 146.386719 1606092311.0979
MEM 146.386719 1606092311.1982
MEM 146.386719 1606092311.2986
MEM 146.386719 1606092311.3988
MEM 146.386719 1606092311.4992
MEM 146.386719 1606092311.5995
MEM 146.386719 1606092311.6999
MEM 146.386719 1606092311.8002
MEM 146.386719 1606092311.9006
MEM 146.386719 1606092312.0010
MEM 146.386719 1606092312.1014
MEM 146.386719 1606092312.2017
MEM 146.386719 1606092312.3020
MEM 146.386719 1606092312.4024
MEM 146.386719 1606092312.5028
MEM 146.636719 1606092312.6031
MEM 146.636719 1606092312.7035
MEM 146.636719 1606092312.8038
MEM 146.636719 1606092312.9041
MEM 146.636719 1606092313.0045
MEM 146.636719 1606092313.1048
MEM 146.636719 1606092313.2051
MEM 146.636719 1606092313.3055
MEM 146.636719 1606092313.4058
MEM 146.636719 1606092313.5062
MEM 146.636719 1606092313.6065
MEM 146.636719 1606092313.7068
MEM 146.636719 1606092313.8072
MEM 146.636719 1606092313.9075
MEM 146.636719 1606092314.0078
MEM 146.636719 1606092314.1082
MEM 146.636719 1606092314.2085
MEM 146.636719 1606092314.3089
MEM 146.636719 1606092314.4092
MEM 146.636719 1606092314.5096
MEM 146.636719 1606092314.6099
MEM 146.636719 1606092314.7102
MEM 146.636719 1606092314.8106
MEM 146.636719 1606092314.9109
MEM 146.636719 1606092315.0112
MEM 146.636719 1606092315.1116
MEM 146.636719 1606092315.2119
MEM 146.886719 1606092315.3122
MEM 146.886719 1606092315.4125
MEM 146.886719 1606092315.5129
MEM 146.886719 1606092315.6133
MEM 146.886719 1606092315.7136
MEM 146.886719 1606092315.8140
MEM 146.886719 1606092315.9143
MEM 146.886719 1606092316.0147
MEM 146.886719 1606092316.1151
MEM 146.886719 1606092316.2154
MEM 146.886719 1606092316.3157
MEM 146.886719 1606092316.4160
MEM 146.886719 1606092316.5164
MEM 146.886719 1606092316.6167
MEM 146.886719 1606092316.7170
MEM 146.886719 1606092316.8174
MEM 146.886719 1606092316.9177
MEM 146.886719 1606092317.0180
MEM 146.886719 1606092317.1185
MEM 146.886719 1606092317.2188
MEM 146.886719 1606092317.3192
MEM 146.886719 1606092317.4195
MEM 146.886719 1606092317.5198
MEM 146.886719 1606092317.6202
MEM 146.886719 1606092317.7205
MEM 146.886719 1606092317.8208
MEM 146.886719 1606092317.9212
MEM 146.886719 1606092318.0215
MEM 147.136719 1606092318.1218
MEM 147.136719 1606092318.2221
MEM 147.136719 1606092318.3225
MEM 147.136719 1606092318.4228
MEM 147.136719 1606092318.5232
MEM 147.136719 1606092318.6235
MEM 147.136719 1606092318.7238
MEM 147.136719 1606092318.8242
MEM 147.136719 1606092318.9245
MEM 147.136719 1606092319.0248
MEM 147.136719 1606092319.1252
MEM 147.136719 1606092319.2255
MEM 147.136719 1606092319.3259
MEM 147.136719 1606092319.4262
MEM 147.136719 1606092319.5265
MEM 147.136719 1606092319.6268
MEM 147.136719 1606092319.7271
MEM 147.136719 1606092319.8274
MEM 147.136719 1606092319.9278
MEM 147.136719 1606092320.0281
MEM 147.136719 1606092320.1285
MEM 147.136719 1606092320.2288
MEM 147.136719 1606092320.3291
MEM 147.136719 1606092320.4295
MEM 147.136719 1606092320.5299
MEM 147.136719 1606092320.6302
MEM 147.136719 1606092320.7306
MEM 147.386719 1606092320.8309
MEM 147.386719 1606092320.9312
MEM 147.386719 1606092321.0315
MEM 147.386719 1606092321.1318
MEM 147.386719 1606092321.2322
MEM 147.386719 1606092321.3325
MEM 147.386719 1606092321.4328
MEM 147.386719 1606092321.5332
MEM 147.386719 1606092321.6335
MEM 147.386719 1606092321.7338
MEM 147.386719 1606092321.8342
MEM 147.386719 1606092321.9345
MEM 147.386719 1606092322.0348
MEM 147.386719 1606092322.1352
MEM 147.386719 1606092322.2356
MEM 147.386719 1606092322.3359
MEM 147.386719 1606092322.4363
MEM 147.386719 1606092322.5366
MEM 147.386719 1606092322.6369
MEM 147.386719 1606092322.7373
MEM 147.386719 1606092322.8376
MEM 147.386719 1606092322.9379
MEM 147.386719 1606092323.0383
MEM 147.386719 1606092323.1386
MEM 147.386719 1606092323.2389
MEM 147.386719 1606092323.3393
MEM 147.386719 1606092323.4396
MEM 147.636719 1606092323.5401
MEM 147.636719 1606092323.6404
MEM 147.636719 1606092323.7408
MEM 147.636719 1606092323.8412
MEM 147.636719 1606092323.9415
MEM 147.636719 1606092324.0418
MEM 147.636719 1606092324.1422
MEM 147.636719 1606092324.2425
MEM 147.636719 1606092324.3428
MEM 147.636719 1606092324.4432
MEM 147.636719 1606092324.5435
MEM 147.636719 1606092324.6439
MEM 147.636719 1606092324.7442
MEM 147.636719 1606092324.8445
MEM 147.636719 1606092324.9449
MEM 147.636719 1606092325.0452
MEM 147.636719 1606092325.1455
MEM 147.636719 1606092325.2459
MEM 147.636719 1606092325.3462
MEM 147.636719 1606092325.4465
MEM 147.636719 1606092325.5469
MEM 147.636719 1606092325.6472
MEM 147.636719 1606092325.7476
MEM 147.636719 1606092325.8479
MEM 147.636719 1606092325.9482
MEM 147.636719 1606092326.0486
MEM 147.636719 1606092326.1489
MEM 147.636719 1606092326.2492
MEM 147.886719 1606092326.3496
MEM 147.886719 1606092326.4499
MEM 147.886719 1606092326.5502
MEM 147.886719 1606092326.6506
MEM 147.886719 1606092326.7508
MEM 147.886719 1606092326.8512
MEM 147.886719 1606092326.9515
MEM 147.886719 1606092327.0518
MEM 147.886719 1606092327.1522
MEM 147.886719 1606092327.2525
MEM 147.886719 1606092327.3529
MEM 147.886719 1606092327.4532
MEM 147.886719 1606092327.5536
MEM 147.886719 1606092327.6539
MEM 147.886719 1606092327.7542
MEM 147.886719 1606092327.8546
MEM 147.886719 1606092327.9549
MEM 147.886719 1606092328.0553
MEM 147.886719 1606092328.1556
MEM 147.886719 1606092328.2559
MEM 147.886719 1606092328.3563
MEM 147.886719 1606092328.4567
MEM 147.886719 1606092328.5570
MEM 147.886719 1606092328.6573
MEM 147.886719 1606092328.7577
MEM 147.886719 1606092328.8580
MEM 147.886719 1606092328.9583
MEM 148.136719 1606092329.0587
MEM 148.136719 1606092329.1590
MEM 148.136719 1606092329.2593
MEM 148.136719 1606092329.3597
MEM 148.136719 1606092329.4600
MEM 148.136719 1606092329.5604
MEM 148.136719 1606092329.6608
MEM 148.136719 1606092329.7611
MEM 148.136719 1606092329.8614
MEM 148.136719 1606092329.9618
MEM 148.136719 1606092330.0621
MEM 148.136719 1606092330.1624
MEM 148.136719 1606092330.2628
MEM 148.136719 1606092330.3631
MEM 148.136719 1606092330.4634
MEM 148.136719 1606092330.5637
MEM 148.136719 1606092330.6641
MEM 148.136719 1606092330.7644
MEM 148.136719 1606092330.8648
MEM 148.136719 1606092330.9651
MEM 148.136719 1606092331.0654
MEM 148.136719 1606092331.1657
MEM 148.136719 1606092331.2661
MEM 148.136719 1606092331.3664
MEM 148.136719 1606092331.4668
MEM 148.136719 1606092331.5672
MEM 148.136719 1606092331.6676
MEM 148.390625 1606092331.7679
MEM 148.390625 1606092331.8683
MEM 148.390625 1606092331.9686
MEM 148.390625 1606092332.0690
MEM 148.390625 1606092332.1693
MEM 148.390625 1606092332.2697
MEM 148.390625 1606092332.3700
MEM 148.390625 1606092332.4704
MEM 148.390625 1606092332.5708
MEM 148.390625 1606092332.6711
MEM 148.390625 1606092332.7715
MEM 148.390625 1606092332.8718
MEM 148.390625 1606092332.9721
MEM 148.390625 1606092333.0725
MEM 148.390625 1606092333.1728
MEM 148.390625 1606092333.2732
MEM 148.390625 1606092333.3735
MEM 148.390625 1606092333.4739
MEM 148.390625 1606092333.5742
MEM 148.390625 1606092333.6746
MEM 148.390625 1606092333.7749
MEM 148.390625 1606092333.8752
MEM 148.390625 1606092333.9755
MEM 148.390625 1606092334.0759
MEM 148.390625 1606092334.1762
MEM 148.390625 1606092334.2766
MEM 148.390625 1606092334.3769
MEM 148.640625 1606092334.4773
MEM 148.640625 1606092334.5776
MEM 148.640625 1606092334.6779
MEM 148.640625 1606092334.7783
MEM 148.640625 1606092334.8786
MEM 148.640625 1606092334.9788
MEM 148.640625 1606092335.0792
MEM 148.640625 1606092335.1795
MEM 148.640625 1606092335.2798
MEM 148.640625 1606092335.3802
MEM 148.640625 1606092335.4805
MEM 148.640625 1606092335.5809
MEM 148.640625 1606092335.6812
MEM 148.640625 1606092335.7816
MEM 148.640625 1606092335.8819
MEM 148.640625 1606092335.9823
MEM 148.640625 1606092336.0827
MEM 148.640625 1606092336.1830
MEM 148.640625 1606092336.2833
MEM 148.640625 1606092336.3837
MEM 148.640625 1606092336.4840
MEM 148.640625 1606092336.5844
MEM 148.640625 1606092336.6847
MEM 148.640625 1606092336.7851
MEM 148.640625 1606092336.8854
MEM 148.640625 1606092336.9857
MEM 148.640625 1606092337.0860
MEM 148.640625 1606092337.1864
MEM 148.890625 1606092337.2867
MEM 148.890625 1606092337.3871
MEM 148.890625 1606092337.4874
MEM 148.890625 1606092337.5878
MEM 148.890625 1606092337.6881
MEM 148.890625 1606092337.7885
