id,counts
4,1
6,0
7,3
9,1
11,0
16,0
17,0
22,1
24,0
25,1
27,0
28,0
30,0
33,0
34,1
36,3
37,0
39,0
40,0
41,0
43,0
46,0
49,0
51,0
55,2
56,0
58,1
59,0
60,0
63,0
65,1
68,0
69,0
72,0
74,0
75,2
76,0
77,0
82,0
83,0
84,1
85,0
86,0
87,0
91,0
92,0
96,0
98,0
